sample_id,image_path,original_filename,batch,note,ocr_initial,corrected_text,status,labels,annotator_name,reviewer_note
264,264.jpg,264.jpg,一期,一期,"憂十年前之詩人皆唐之詩人也必嗤點夫宋近
年來之詩人皆宋之詩人也必嗤點夫唐萬戸同
聲千車一轍其始亦因一二聰明才智之士深惡
積習欲闢新機意見孤行排衆獨出而一時附和
之家吠聲四起善者爲新豐之雞犬不善者爲鮑
老之衣冠向之意見孤行排衆獨出者又成積習
矣蓋俗學無基迎風欲仆隨踵而立故其於詩也
如矮子觀場隨人喜怒而不知自有之面目寧不
悲哉有客問詩於子者曰學唐優乎學宋優乎予
曰子無問唐也宋也亦問子之詩安在耳書曰詩
言志虞摯曰詩發乎情止乎禮義此爲詩之本也
未聞有臨摹倣傚之習也古詩稱陶謝而陶自有
陶之詩謝自有謝之詩唐詩稱李杜而李自有李
之詩杜自有杜之詩人必有好竒縦險伐山通道
之事而後有謝詩人必有北窓高臥不肯折腰鄉
里小兒之意而後有陶詩人必有流離道路每飯
不忘君之心而後有杜詩人必有放浪江湖騎鯨
捉月之氣而後有李詩近時龍眠錢飲光以能詩","憂十年前之詩人皆唐之詩人也必嗤點夫宋近
年來之詩人皆宋之詩人也必嗤點夫唐萬戸同
聲千車一轍其始亦因一二聰明才智之士深惡
積習欲闢新機意見孤行排衆獨出而一時附和
之家吠聲四起善者爲新豐之雞犬不善者爲鮑
老之衣冠向之意見孤行排衆獨出者又成積習
矣蓋俗學無基迎風欲仆隨踵而立故其於詩也
如矮子觀場隨人喜怒而不知自有之面目寧不
悲哉有客問詩於子者曰學唐優乎學宋優乎予
曰子無問唐也宋也亦問子之詩安在耳書曰詩
言志虞摯曰詩發乎情止乎禮義此爲詩之本也
未聞有臨摹倣傚之習也古詩稱陶謝而陶自有
陶之詩謝自有謝之詩唐詩稱李杜而李自有李
之詩杜自有杜之詩人必有好竒縦險伐山通道
之事而後有謝詩人必有北窓高臥不肯折腰鄉
里小兒之意而後有陶詩人必有流離道路每飯
不忘君之心而後有杜詩人必有放浪江湖騎鯨
捉月之氣而後有李詩近時龍眠錢飲光以能詩",待标注,"{""行款"":""半页18行，行19字""}",,
265,265.jpg,265.jpg,一期,一期,"送孫友
人生何如不相識君老江南我燕北何如相逢不
相合更無別恨橫胸臆留君不住我心苦橫門驪
歌淚如雨君行四月草萋萋桃花桃花半委泥江
流浩淼江月墮此時君亦應思我我今落拓何所
止一事無成已如此平生縱有英雄血無由一濺
荊江水荊江日落陣雲低橫戈躍馬兮何時忽憶
去年風雨夜與君展卷論王霸君今偃仰九龍間
吾欲從茲事耕稼芙蓉湖上芙蓉花秋風未落如
朝霞君如載酒須盡醉醉來不復思天涯
栁條邊【邊牆也以栁爲之在寨外】
是處垣籬防絶塞角端西來畫疆界漢使今行虎
落中秦城合築龍荒外龍荒虎落兩依然護得當
時飲馬泉若使春風知別苦不應吹到栁條邊
春曉曲儆金荃體
銅龍水盡霞光小細霧纖纖織幽草烟鎻縁紗春
色深簾鉤燕蹋呢喃早海棠咽露臙脂重花底嫩
寒吹鳥夢嬌眠繡被起來遲一枕香雲墜金鳳芙","送孫友
人生何如不相識君老江南我燕北何如相逢不
相合更無別恨橫胸臆留君不住我心苦橫門驪
歌淚如雨君行四月草萋萋桃花桃花半委泥江
流浩淼江月墮此時君亦應思我我今落拓何所
止一事無成已如此平生縱有英雄血無由一濺
荊江水荊江日落陣雲低橫戈躍馬兮何時忽憶
去年風雨夜與君展卷論王霸君今偃仰九龍間
吾欲從茲事耕稼芙蓉湖上芙蓉花秋風未落如
朝霞君如載酒須盡醉醉來不復思天涯
栁條邊【邊牆也以栁爲之在寨外】
是處垣籬防絶塞角端西來畫疆界漢使今行虎
落中秦城合築龍荒外龍荒虎落兩依然護得當
時飲馬泉若使春風知別苦不應吹到栁條邊
春曉曲儆金荃體
銅龍水盡霞光小細霧纖纖織幽草烟鎻縁紗春
色深簾鉤燕蹋呢喃早海棠咽露臙脂重花底嫩
寒吹鳥夢嬌眠繡被起來遲一枕香雲墜金鳳芙",待标注,"{""行款"":""半页16行，行19字""}",,
266,266.jpg,266.jpg,一期,一期,"淚泣黃腸堪嗟北斗闌干候結束飛塵入建章
又
蕭齋天際想真人形影曽忘贈荅頻每讀新詞標
側帽驚聞遺計忽霑巾孤鸞舞罷方纒恨別鶴絃
摧更愴神玉樹臨風埋著土不堪蒿里獨生春
又
樂府花間著作林南朝宮體識餘音玉笙吹徹含
愁句錦瑟傳將惜別心三變遺聲銷栁七九原同
調得陳琳【謂迦陵】填詞妙手今岑寂中散當年痛撫
琴
周清原
嘉樹生朝陽【陸機】式瞻在國楨【任昉】上凌青雲霓【司馬彪】承
露概太清【曹植】何意廻飈舉【曹植】恍惚似朝榮【鮑昭】落英隕
林趾【潘岳】黃鳥爲悲鳴【陸機】杳杳落日晚【鮑昭】昭昭素月明
【王粲】有懷誰能已【顔延之】寤言涕交纓【陸雲】
又
眷言懐君子【謝靈運】悽愴傷我心【阮籍】弱冠參多士【鮑昭】邦彥
應運興【陸機】既通金閨籍【謝靈運】懐抱觀古今【謝靈運】詩書敦","淚泣黃腸堪嗟北斗闌干候結束飛塵入建章
又
蕭齋天際想真人形影曽忘贈荅頻每讀新詞標
側帽驚聞遺計忽霑巾孤鸞舞罷方纒恨別鶴絃
摧更愴神玉樹臨風埋著土不堪蒿里獨生春
又
樂府花間著作林南朝宮體識餘音玉笙吹徹含
愁句錦瑟傳將惜別心三變遺聲銷栁七九原同
調得陳琳【謂迦陵】填詞妙手今岑寂中散當年痛撫
琴
周清原
嘉樹生朝陽【陸機】式瞻在國楨【任昉】上凌青雲霓【司馬彪】承
露概太清【曹植】何意廻飈舉【曹植】恍惚似朝榮【鮑昭】落英隕
林趾【潘岳】黃鳥爲悲鳴【陸機】杳杳落日晚【鮑昭】昭昭素月明
【王粲】有懷誰能已【顔延之】寤言涕交纓【陸雲】
又
眷言懐君子【謝靈運】悽愴傷我心【阮籍】弱冠參多士【鮑昭】邦彥
應運興【陸機】既通金閨籍【謝靈運】懐抱觀古今【謝靈運】詩書敦",待标注,"{""行款"":""半页13行，行19字""}",,
267,267.jpg,267.jpg,一期,一期,"愁添一人
秋來
紈扇生衣捐已無掩書不讀閉精廬故人笑比
中庭樹一日秋風一日疎
汪【塤】陳【章】見送貞州舟中漫述二首
一夜風葉中聽雨聲不休既阻帆的的復掩鐙
修修誰不惜游子騷怨含離憂去如楚江蘺弱
根日以浮
他鄉樂亦苦淚滴杯酒間車有書滿梔槖無金
兩鑀怯渡黃連港笑尋甘草山豈爲滑稽雄暫
爾啟客顔
孫【憲】遺米予子僧廚作粥食之戲報此詩
學佛疲津梁辟糓乃不可長飢東方生胡能達
青瑣遺誚桑下留俄悲蓏閒墮墐戸類蟄蟲繩
牀擁絮坐樀樀聞叩聲子思劇憐我三升分倉
儲精鑿出揚#作麋感殷勤瓦銚撥宿火一飽
計已奢何須炙車輠
月夜陸【立】劉【乃大】見過
一卷細注陸徳明千鴟不醉劉公榮譚經飲酒
得二友時顧寂莫僧寮清竒葩芬口義可取糟","愁添一人
秋來
紈扇生衣捐已無掩書不讀閉精廬故人笑比
中庭樹一日秋風一日疎
汪【塤】陳【章】見送貞州舟中漫述二首
一夜風葉中聽雨聲不休既阻帆的的復掩鐙
修修誰不惜游子騷怨含離憂去如楚江蘺弱
根日以浮
他鄉樂亦苦淚滴杯酒間車有書滿梔槖無金
兩鑀怯渡黃連港笑尋甘草山豈爲滑稽雄暫
爾啟客顔
孫【憲】遺米予子僧廚作粥食之戲報此詩
學佛疲津梁辟糓乃不可長飢東方生胡能達
青瑣遺誚桑下留俄悲蓏閒墮墐戸類蟄蟲繩
牀擁絮坐樀樀聞叩聲子思劇憐我三升分倉
儲精鑿出揚#作麋感殷勤瓦銚撥宿火一飽
計已奢何須炙車輠
月夜陸【立】劉【乃大】見過
一卷細注陸徳明千鴟不醉劉公榮譚經飲酒
得二友時顧寂莫僧寮清竒葩芬口義可取糟",待标注,"{""行款"":""半页14行，行18字""}",,
268,268.jpg,268.jpg,一期,一期,"冬心先生集卷第三
錢塘金農壽門
　逰海會寺
青陽更始正春融拄杖來逰此寺中隂壑斷崖
泉出樹飛簷浮柱塔生風經殘未覩番書妙佛
古猶傳塑像工嬾學朝天奏韶頀自憐蹤跡一
龕同
巻髪曲【有小序】
巻髪曲悲彼姝中棄而爲房老也予寫
其紛亂之思託己之微意焉噫同情者","冬心先生集卷第三
錢塘金農壽門
　逰海會寺
青陽更始正春融拄杖來逰此寺中隂壑斷崖
泉出樹飛簷浮柱塔生風經殘未覩番書妙佛
古猶傳塑像工嬾學朝天奏韶頀自憐蹤跡一
龕同
巻髪曲【有小序】
巻髪曲悲彼姝中棄而爲房老也予寫
其紛亂之思託己之微意焉噫同情者",待标注,"{""行款"":""半页5行，行18字""}",,
269,269.jpg,269.jpg,一期,一期,"奧府疾風中多纒怪木上欲齧洞深納積隂雷
雨不敢洩入山瓢杓喧引供歲沃沃僧廚十二
筒斷竹復續竹擊聲若礧硠髙秋聚沅瀣三潄
勞舌神可以消宿憊
臘月二十四日江上無事因出家醞要諸
鄰翁小飲
曽讀逸民傳南邨舊隱淪清江圍屋樹寒雨對
牀人嵗晏藥苗路花開酒國春依然敦漢俗祭
竈請比鄰
江上嵗暮雜詩四首
內史書蘭亭絶品閱世久風流翠墨香得之獨
漉叟【舊爲劉山人所藏】楮爛字畫全光華神氣厚舊傳
七遺民淋漓跋其後惜爲老黠工名蹟已割取
櫝去珠尚存何傷落吾手少日曽習臨搴帷羞
新婦自看仍自收空箱防污垢一事勝辯師未
飲釭面酒【冬心齋中石刻禊帖】
有物爬沙行合眼聽怪絶索索復苴苴天寒一
夜雪撒鹽與鋪糅清曉生萬潔牀琴凍折絃巷
門荒脫闐主人病躭愁澁縮中隂閉身比枯木
僵心如宿火熱坐失江上山微茫辨明滅新添","奧府疾風中多纒怪木上欲齧洞深納積隂雷
雨不敢洩入山瓢杓喧引供歲沃沃僧廚十二
筒斷竹復續竹擊聲若礧硠髙秋聚沅瀣三潄
勞舌神可以消宿憊
臘月二十四日江上無事因出家醞要諸
鄰翁小飲
曽讀逸民傳南邨舊隱淪清江圍屋樹寒雨對
牀人嵗晏藥苗路花開酒國春依然敦漢俗祭
竈請比鄰
江上嵗暮雜詩四首
內史書蘭亭絶品閱世久風流翠墨香得之獨
漉叟【舊爲劉山人所藏】楮爛字畫全光華神氣厚舊傳
七遺民淋漓跋其後惜爲老黠工名蹟已割取
櫝去珠尚存何傷落吾手少日曽習臨搴帷羞
新婦自看仍自收空箱防污垢一事勝辯師未
飲釭面酒【冬心齋中石刻禊帖】
有物爬沙行合眼聽怪絶索索復苴苴天寒一
夜雪撒鹽與鋪糅清曉生萬潔牀琴凍折絃巷
門荒脫闐主人病躭愁澁縮中隂閉身比枯木
僵心如宿火熱坐失江上山微茫辨明滅新添",待标注,"{""行款"":""半页16行，行18字""}",,
270,270.jpg,270.jpg,一期,一期,"輯成書計得百家力矯王氏半山之弊詳載商
邱宋牧仲冢宰序中康熙三十六年
聖祖南巡幸東山
駐蹕公第公拜舞階下
溫語垂詢家世及厯官告養始末時宋公方以巡撫扈
從遂以公所輯唐詩進呈仰蒙
乙覽異數也然自是公竟不復出清獻公歿六世祖昆
季爲刋三魚堂全集及四書大全諸書蓋猶秉
公易簣時遺命也伏念此書之成迄今垂二百
年由虞山而遷珠溪而佘山而松江水陸舟徒
零落殊甚咸豐間家大人懼先世手澤就湮重
加脩補校刋既竣未及印行而庚辛之亂作凡
經史諸版之在蘇垣者十燬七八幸是版什襲
家中與敝廬俱無恙然迭遭宼擾殘缺又多二
十年中屢思整理輙以力絀而止契友朱君懋
之見余拳拳于是書也力任補刋之役又廣搜
之藏書家得初印精本適洪君春江于役粵東
遂郵寄雕鐫不半載而竟潰于成嗟乎自變亂
以來故家鉅族千箱萬軸委棄于兵火中者何
可勝數焚坑之禍酷逾祖龍如我松金山錢氏","輯成書計得百家力矯王氏半山之弊詳載商
邱宋牧仲冢宰序中康熙三十六年
聖祖南巡幸東山
駐蹕公第公拜舞階下
溫語垂詢家世及厯官告養始末時宋公方以巡撫扈
從遂以公所輯唐詩進呈仰蒙
乙覽異數也然自是公竟不復出清獻公歿六世祖昆
季爲刋三魚堂全集及四書大全諸書蓋猶秉
公易簣時遺命也伏念此書之成迄今垂二百
年由虞山而遷珠溪而佘山而松江水陸舟徒
零落殊甚咸豐間家大人懼先世手澤就湮重
加脩補校刋既竣未及印行而庚辛之亂作凡
經史諸版之在蘇垣者十燬七八幸是版什襲
家中與敝廬俱無恙然迭遭宼擾殘缺又多二
十年中屢思整理輙以力絀而止契友朱君懋
之見余拳拳于是書也力任補刋之役又廣搜
之藏書家得初印精本適洪君春江于役粵東
遂郵寄雕鐫不半載而竟潰于成嗟乎自變亂
以來故家鉅族千箱萬軸委棄于兵火中者何
可勝數焚坑之禍酷逾祖龍如我松金山錢氏",待标注,"{""行款"":""半页18行，行18字""}",,
271,271.jpg,271.jpg,一期,一期,"劉隨州詩集卷首
　　傳略【論說附】
劉長卿字文房河間人【集有歸嵩陽舊居逢洛陽鄰人詩蓋家於東都】開元二
十一年登進士第至德中爲監察御史以檢校
祠部貟外郎爲轉運使判官知淮南鄂岳觀察
使吳仲孺誣奏貶潘州南巴尉【在大曆中仲孺奏犯贓廿萬貫朝遣御史苗伾
就推得白】會有爲之辨者除睦州司馬終隨州刺史
【新舊唐書無傳見藝文志注】
宋計敏夫唐詩紀事曰長卿以詩馳聲上元
寶應間皇甫湜云詩未有劉長卿一句已乎
宋玉爲老兵矣髙仲武云長卿有吏幹而犯
上兩度遷謫皆自取之詩體雖不新竒甚能
飾鍊大抵十首以上語意稍同於落句尤甚
此其短也然春風吳草古木剡山深沙鷗
驚小吏明月上髙枝又細雨濕衣看不見開
花落地聽無聲截長補短蓋玉徽之類與又
得罪風霜苦全生天地仁傷而不怨亦足發
揮風雅矣方回曰長卿詩細淡而不顯煥觀
者緩緩味之不可造次一觀而已通考晁氏
曰詩雖窘於才而能鍛鍊權德輿嘗謂五言","劉隨州詩集卷首
　　傳略【論說附】
劉長卿字文房河間人【集有歸嵩陽舊居逢洛陽鄰人詩蓋家於東都】開元二
十一年登進士第至德中爲監察御史以檢校
祠部貟外郎爲轉運使判官知淮南鄂岳觀察
使吳仲孺誣奏貶潘州南巴尉【在大曆中仲孺奏犯贓廿萬貫朝遣御史苗伾
就推得白】會有爲之辨者除睦州司馬終隨州刺史
【新舊唐書無傳見藝文志注】
宋計敏夫唐詩紀事曰長卿以詩馳聲上元
寶應間皇甫湜云詩未有劉長卿一句已乎
宋玉爲老兵矣髙仲武云長卿有吏幹而犯
上兩度遷謫皆自取之詩體雖不新竒甚能
飾鍊大抵十首以上語意稍同於落句尤甚
此其短也然春風吳草古木剡山深沙鷗
驚小吏明月上髙枝又細雨濕衣看不見開
花落地聽無聲截長補短蓋玉徽之類與又
得罪風霜苦全生天地仁傷而不怨亦足發
揮風雅矣方回曰長卿詩細淡而不顯煥觀
者緩緩味之不可造次一觀而已通考晁氏
曰詩雖窘於才而能鍛鍊權德輿嘗謂五言",待标注,"{""行款"":""半页18行，行17字""}",,
272,272.jpg,272.jpg,一期,一期,"所從他時相憶處惆悵西南峯
奉送從兄罷官之淮南
何事浮溟渤元戎棄莫邪漁竿吾道在鷗鳥世
情賒玄髪他鄉換滄洲此路遐泝㳂隨桂檝醒
醉任松華離別誰堪道艱危更可嗟兵鎗搖海
內王命隔天涯鍾漏移長樂衣冠接永嘉還當
拂氛祲那復臥雲霞溪路漫岡轉夕陽歸鳥斜
萬艘江縣郭一樹海人家揮袂看朱紱楊帆指
白沙春風獨回首愁思極如麻
落第贈楊侍御兼拜員外仍充安判
職副旌旄重才兼識量通使車遙肅物邊策遠
和戎擲地金聲著從軍寶劍雄官成稽古力名
逺濟時功肅穆烏臺上雍容粉署中含烟初待
漏持簡舊生風黠吏偏驚隼貪夫輙避騘但知
榮已隔誰謂道仍同念舊追連茹謀生任轉蓬
泣憐三獻玉瘡懼再傷弓戀土函關外瞻塵灞
水東他時書一札猶異問途窮
貶南巴至鄱陽獻李嘉祐江亭【作二十句】
巴嶠南行逺長江萬里隨不才甘謫去流水亦","所從他時相憶處惆悵西南峯
奉送從兄罷官之淮南
何事浮溟渤元戎棄莫邪漁竿吾道在鷗鳥世
情賒玄髪他鄉換滄洲此路遐泝㳂隨桂檝醒
醉任松華離別誰堪道艱危更可嗟兵鎗搖海
內王命隔天涯鍾漏移長樂衣冠接永嘉還當
拂氛祲那復臥雲霞溪路漫岡轉夕陽歸鳥斜
萬艘江縣郭一樹海人家揮袂看朱紱楊帆指
白沙春風獨回首愁思極如麻
落第贈楊侍御兼拜員外仍充安判
職副旌旄重才兼識量通使車遙肅物邊策遠
和戎擲地金聲著從軍寶劍雄官成稽古力名
逺濟時功肅穆烏臺上雍容粉署中含烟初待
漏持簡舊生風黠吏偏驚隼貪夫輙避騘但知
榮已隔誰謂道仍同念舊追連茹謀生任轉蓬
泣憐三獻玉瘡懼再傷弓戀土函關外瞻塵灞
水東他時書一札猶異問途窮
貶南巴至鄱陽獻李嘉祐江亭【作二十句】
巴嶠南行逺長江萬里隨不才甘謫去流水亦",待标注,"{""行款"":""半页18行，行18字""}",,
273,273.jpg,273.jpg,一期,一期,"金醆【一作盌】夷歌捧玉盤草輕【一作肥】蕃馬健雪重拂廬乾慎爾
參籌畫從茲正羽翰歸來權可取九萬一朝搏
月
天上秋期近人間月影清入河蟾不沒擣藥兔長生只
益丹心苦能添白髮明干戈知滿地【一作道】休照國西營
留別賈【至】嚴【武】二閣老兩院補缺【得云字一作兩院遺補諸公得聞字】
田園須暫往【一作住】戎馬惜離群去遠留詩別愁多任酒醺
一秋常苦雨今日始無雲山路時【一作晴】吹角【一作笛】那堪處處
聞
晩行口號
三川不可到歸路晚山稠落雁浮寒水飢鳥集戍樓市
朝今日異喪亂幾時休遠媿梁江總還家尚黑頭
獨酌成詩
燈花何太喜酒綠【一作色】正相親醉裏從爲客詩成覺有神
兵戈猶在眼儒術豈謀身共【一作苦】被微官縛低頭媿野人
行次昭陵【唐太宗昭陵在醴泉縣九峻山西北時甫詔許之鄜州視家道里所經】
舊俗疲庸主羣雄問獨夫識歸龍鳳質威定虎狼都天
屬尊堯典【唐高祖諡神堯以其傳位如讓禪也】神功協禹謨風雲隨絕【一作逸】足日月
繼【一作享】髙衢文物多師古朝廷半老儒直詞寜戮辱賢路
不崎嶇往者災猶降蒼生喘未蘇指麾安率土盜滌撫
洪爐壯士悲陵邑幽人拜鼎湖玉衣晨自舉鐵【一作石】馬汗
常趨【潼關九戰賊兵時見黃旗軍掠陣是日奏昭陵前石人馬俱流汗】松柏瞻虛【一作靈】殿塵沙立暝【一作暗】","金醆【一作盌】夷歌捧玉盤草輕【一作肥】蕃馬健雪重拂廬乾慎爾
參籌畫從茲正羽翰歸來權可取九萬一朝搏
月
天上秋期近人間月影清入河蟾不沒擣藥兔長生只
益丹心苦能添白髮明干戈知滿地【一作道】休照國西營
留別賈【至】嚴【武】二閣老兩院補缺【得云字一作兩院遺補諸公得聞字】
田園須暫往【一作住】戎馬惜離群去遠留詩別愁多任酒醺
一秋常苦雨今日始無雲山路時【一作晴】吹角【一作笛】那堪處處
聞
晩行口號
三川不可到歸路晚山稠落雁浮寒水飢鳥集戍樓市
朝今日異喪亂幾時休遠媿梁江總還家尚黑頭
獨酌成詩
燈花何太喜酒綠【一作色】正相親醉裏從爲客詩成覺有神
兵戈猶在眼儒術豈謀身共【一作苦】被微官縛低頭媿野人
行次昭陵【唐太宗昭陵在醴泉縣九峻山西北時甫詔許之鄜州視家道里所經】
舊俗疲庸主羣雄問獨夫識歸龍鳳質威定虎狼都天
屬尊堯典【唐高祖諡神堯以其傳位如讓禪也】神功協禹謨風雲隨絕【一作逸】足日月
繼【一作享】髙衢文物多師古朝廷半老儒直詞寜戮辱賢路
不崎嶇往者災猶降蒼生喘未蘇指麾安率土盜滌撫
洪爐壯士悲陵邑幽人拜鼎湖玉衣晨自舉鐵【一作石】馬汗
常趨【潼關九戰賊兵時見黃旗軍掠陣是日奏昭陵前石人馬俱流汗】松柏瞻虛【一作靈】殿塵沙立暝【一作暗】",待标注,"{""行款"":""半页9行，行25字""}",,
274,274.jpg,274.jpg,一期,一期,"而論次唐人之詩
者輙執初盛中晩
岐分疆陌而抑揚
軒輊之過甚此皆
後人強爲之名非
通論也自昔唐人
選唐詩有殷璠元
結令狐楚姚合數","而論次唐人之詩
者輙執初盛中晩
岐分疆陌而抑揚
軒輊之過甚此皆
後人強爲之名非
通論也自昔唐人
選唐詩有殷璠元
結令狐楚姚合數",待标注,"{""行款"":""半页4行，行7字""}",,
275,275.jpg,275.jpg,一期,一期,"全唐詩
樂府雜曲
　鼓吹曲辭【漢有朱鷺等二十二曲列於鼓吹謂之鐃歌魏使繆襲改其十二曲而十曲竝仍舊名是時吳亦使韋昭改製十二曲其十曲
亦因之晉傅玄製二十二曲惟二曲之名不改舊漢宋齊並用漢曲又充庭十六曲梁高祖乃去其四留其十二北齊二十曲皆改古名後周革前代鼓吹制為十
五曲隋制列鼓吹為四部唐則又增為五部部各有曲】
朱鷺【張籍】
翩翩兮朱鷺來汎【一作浴】春塘棲綠樹羽毛如翦色如染遙
飛欲下雙翅斂避人引子入深漸動處水紋開灩灩誰
知豪家網爾無不如飲啄江海隅
艾如張【李賀】
錦襜褕繡襠襦強強【集無下強字】飲啄哺爾雛隴東臥穟滿風
雨莫信【一作逐】龍媒隴西去齊人【一作入】織網如素空張在野春
【集作田】平碧中網絲漠漠無形影誤爾觸之傷首紅艾葉綠
花誰翦刻中藏禍機不可測
上之囘【盧照鄰】
囘中道路險蕭關烽候多五營屯北地萬乘出西河軍
于拜玉璽天子按琱戈振旅汾川曲秋風橫大歡
同前【李白】
三十六雜宮樓臺與天通閣道步行月美人愁煙空恩
疎寵不及桃李傷春風淫樂意何極金輿向囘中萬乘
出黃道千旗揚彩虹前軍細柳北後騎甘泉東豈問渭
川老寧邀襄野童秋暮【一作但慕】瑶池宴歸來樂未窮","全唐詩
樂府雜曲
　鼓吹曲辭【漢有朱鷺等二十二曲列於鼓吹謂之鐃歌魏使繆襲改其十二曲而十曲竝仍舊名是時吳亦使韋昭改製十二曲其十曲
亦因之晉傅玄製二十二曲惟二曲之名不改舊漢宋齊並用漢曲又充庭十六曲梁高祖乃去其四留其十二北齊二十曲皆改古名後周革前代鼓吹制為十
五曲隋制列鼓吹為四部唐則又增為五部部各有曲】
朱鷺【張籍】
翩翩兮朱鷺來汎【一作浴】春塘棲綠樹羽毛如翦色如染遙
飛欲下雙翅斂避人引子入深漸動處水紋開灩灩誰
知豪家網爾無不如飲啄江海隅
艾如張【李賀】
錦襜褕繡襠襦強強【集無下強字】飲啄哺爾雛隴東臥穟滿風
雨莫信【一作逐】龍媒隴西去齊人【一作入】織網如素空張在野春
【集作田】平碧中網絲漠漠無形影誤爾觸之傷首紅艾葉綠
花誰翦刻中藏禍機不可測
上之囘【盧照鄰】
囘中道路險蕭關烽候多五營屯北地萬乘出西河軍
于拜玉璽天子按琱戈振旅汾川曲秋風橫大歡
同前【李白】
三十六雜宮樓臺與天通閣道步行月美人愁煙空恩
疎寵不及桃李傷春風淫樂意何極金輿向囘中萬乘
出黃道千旗揚彩虹前軍細柳北後騎甘泉東豈問渭
川老寧邀襄野童秋暮【一作但慕】瑶池宴歸來樂未窮",待标注,"{""行款"":""半页8行，行21字""}",,
276,276.jpg,276.jpg,一期,一期,"行水金鑑　　　　　　　　　　　　　　　卷第九十一
中憲大夫分巡淮揚等處地方兼理漕運海防河道鹽法屯甲事務江南提則督理糧儲司徒左丞纂傳漢錄
運河水
黑水西河唯雍州　浮于積石至于龍門西河會于渭
汭【禹貢】
龍門之河在冀州西積石山在金城西南河所經也
沿河順流而北千里而東千里而南龍門山在河東
之西界水北曰汭【孔氏傳】
河在雍州之東而謂之西河者龍門之河在冀州西
界故王制曰自東河至於西河千里而近是河相對
而爲東西也地理志云積石山在金城河關縣西南
羌中龍門山在馮翊夏陽縣北毛詩傳口汭水涯也
鄭云汭之言內也蓋以人皆南面望水則北爲汭也
且涇水南入渭而名爲渭汭知水北曰汭【孔氏疏漢河關縣在今陜西
西寧衛西南塞外夏陽今西安府之韓城縣也積石龍門見前】
雍州西盡黑水東界西河貢道自積石乗河而下其
東出於渭水凡有二河皆會西河【書古文訓】
河自積石東北流至中國折而南至華隂又折而東
至大伾又折而北至冀州帝都界於三河之間故王
制曰自恆山至于南河千里而近自東河至于西河
十里而近其曰東曰西曰南皆自冀州而言之也濟","行水金鑑　　　　　　　　　　　　　　　卷第九十一
中憲大夫分巡淮揚等處地方兼理漕運海防河道鹽法屯甲事務江南提則督理糧儲司徒左丞纂傳漢錄
運河水
黑水西河唯雍州　浮于積石至于龍門西河會于渭
汭【禹貢】
龍門之河在冀州西積石山在金城西南河所經也
沿河順流而北千里而東千里而南龍門山在河東
之西界水北曰汭【孔氏傳】
河在雍州之東而謂之西河者龍門之河在冀州西
界故王制曰自東河至於西河千里而近是河相對
而爲東西也地理志云積石山在金城河關縣西南
羌中龍門山在馮翊夏陽縣北毛詩傳口汭水涯也
鄭云汭之言內也蓋以人皆南面望水則北爲汭也
且涇水南入渭而名爲渭汭知水北曰汭【孔氏疏漢河關縣在今陜西
西寧衛西南塞外夏陽今西安府之韓城縣也積石龍門見前】
雍州西盡黑水東界西河貢道自積石乗河而下其
東出於渭水凡有二河皆會西河【書古文訓】
河自積石東北流至中國折而南至華隂又折而東
至大伾又折而北至冀州帝都界於三河之間故王
制曰自恆山至于南河千里而近自東河至于西河
十里而近其曰東曰西曰南皆自冀州而言之也濟",待标注,"{""行款"":""半页9行，行20字""}",,
